DATE,mac_dl_cqi,mac_dl_mcs,mac_dl_ok,mac_dl_nok,mac_dl_brate,ue_ident
2022-01-01 00:00:00.267,7,11,4,1,300444,82
2022-01-01 00:00:00.268,6,9,8,1,426133,82
2022-01-01 00:00:00.269,7,6,1,0,6666,82
2022-01-01 00:00:00.270,7,9,11,4,525066,82
2022-01-01 00:00:00.271,7,6,5,1,170133,82
2022-01-01 00:00:00.272,7,11,3,1,330400,82
2022-01-01 00:00:00.273,7,12,5,1,315466,82
2022-01-01 00:00:00.274,6,7,3,0,81155,82
2022-01-01 00:00:00.275,7,8,3,0,146222,82
2022-01-01 00:00:00.276,7,14,9,1,1282133,82
2022-01-01 00:00:00.277,5,9,49,8,4203111,82
2022-01-01 00:00:00.278,5,4,45,5,2008977,82
2022-01-01 00:00:00.279,7,6,2,0,23644,82
2022-01-01 00:00:00.280,7,6,1,0,6666,82
2022-01-01 00:00:00.281,6,10,12,1,729600,82
2022-01-01 00:00:00.282,7,0,1,0,12314,82
2022-01-01 00:00:00.283,6,6,1,0,6666,82
2022-01-01 00:00:00.284,8,14,2,1,254133,82
2022-01-01 00:00:00.285,6,9,4,1,265688,82
2022-01-01 00:00:00.286,7,5,5,1,166311,82
2022-01-01 00:00:00.287,6,7,13,0,861777,82
2022-01-01 00:00:00.288,7,9,4,0,203200,82
2022-01-01 00:00:00.289,7,10,12,0,1095288,82
2022-01-01 00:00:00.290,6,11,32,1,3121777,82
2022-01-01 00:00:00.291,5,6,47,5,3051288,82
2022-01-01 00:00:00.292,6,6,3,0,76000,82
2022-01-01 00:00:00.293,6,6,1,1,6666,82
2022-01-01 00:00:00.294,6,8,11,2,726488,82
2022-01-01 00:00:00.295,7,6,2,0,14577,82
2022-01-01 00:00:00.296,8,11,1,0,5600,82
2022-01-01 00:00:00.297,8,6,1,0,6666,82
2022-01-01 00:00:00.298,7,10,5,0,413955,82
2022-01-01 00:00:00.299,6,7,5,0,240800,82
2022-01-01 00:00:00.300,6,6,1,1,6666,82
2022-01-01 00:00:00.301,7,10,8,2,632000,82
2022-01-01 00:00:00.302,7,7,3,0,81155,82
2022-01-01 00:00:00.303,7,5,4,0,176000,82
2022-01-01 00:00:00.304,6,9,16,0,1296533,82
